,id,title,price,location,size,size_unit,bedrooms,bathrooms,location_region
1102,4114479,شقه للبيع 204م دابل فيو اكبر بلازا ونادي  حي مروج سموحه من مجموعة المعماري,5691600,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1103,4114481,شقه للبيع 185م دابل 4غرف فيو اكبر بلازا بحي مروج سموحه من مجموعة المعماري,4692000,حي مروج سموحه الاسكندريه امام جرين بلازا,185,متر²,4,3,سموحة
1104,4127316,للبيع بأرقي كمبوند حي مروج شقه دوبلكس بحديقه 559م فيو نادي من مجموعة المعماري,17750000,حي مروج سموحه الاسكندريه امام جرين بلازا,559,متر²,7,6,سموحة
1105,4127318,امتلك شقه 191م لعشاق الفخامه سموحه حي مروج من مجموعة المعماري فيو نادي,5558100,حي مروج بارك بلازا سموحه الاسكندريه,191,متر²,4,3,سموحة
1106,3818698,امتلك شقه للبيع  154م بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,4081000,حي مروج سموحه الاسكندريه,154,متر²,3,2,سموحة
1107,4114458,شقه للبيع 175م اميز فيو للنادي واكبر بلازا بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1108,3818702,شقه للبيع 4غرف 191م فيو مميز جدا لنادي حي مروج سموحه من مجموعة المعماري,5414850,بارك بلازا كمبوند,191,متر²,4,2,سموحة
1109,4114474,اشقه للبيع 204م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,5610000,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1110,4128320,استثمر شقتك 226م فى كمبوند مروج بفيوهات مميزة اقل مقدم تعاقد 15%,7763000,كمبوند مروج بارك بلازا المعمارى,226,متر²,4,3,سموحة
1111,4127283,احجز شقتك 191م كمبوند مروج سموح بفيوهات مميزة نادى مروج والاقساط على 5 سنوات,5415000,كمبوند مروج بارك بلازا المعمارى,191,متر²,3,3,سموحة
1112,4127263,تملك شقتك فى كمبوند مروج سموحة 184م بفيوهات مميزة بالتقسيط على 6 سنوات,4830000,كمبوند مروج بارك بلازا المعمارى,184,متر²,3,3,سموحة
1113,4114448,شقه للبيع 141م 3غرف فيو حديقه حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1114,4114462,شقه للبيع 191م اميز فيو لنادي و اكبر بالازا بحي مروج سموحه من مجموعة المعماري,5481700,حي مروج سموحه الاسكندريه امام جرين بلازا,191,متر²,4,3,سموحة
1115,4114459,شقه للبيع 184م 4غرف و اميز دابل فيو بحي مروج سموحه من مجموعة المعماري,4802400,حي مروج سموحه الاسكندريه امام جرين بلازا,184,متر²,4,3,سموحة
1116,4114452,شقه للبيع 141م فيو حديقه بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1117,4127340,لعشاق للتميز و الرقي شقه للبيع204م دابل فيو في حي مروج سموحه من مجموعة المعماري,5650800,حي مروج اسكندريه امام جرين بلازا قلب سموحه,204,متر²,4,3,سموحة
1118,4127339,شقه للبيع 191م 4غرف فيو  مميز جدا لنادي حي مروج من مجموعة المعماري,5414850,حي مروج سموحه الاسكندريه,191,متر²,4,3,سموحة
1119,4127338,للبيع شقه لعشاق التميز 198م دابل فيو بحي مروج سموحه من مجموعة المعماري,5445000,حي مروج  بارك بلازا سموحه الاسكندريه امام جرين بلازا,198,متر²,4,3,سموحة
1120,4114478,شقه للبيع 175م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1121,4114476,شقه للبيع 226م فيو متميز بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,7842200,حي مروج سموحه الاسكندريه امام جرين بلازا,226,متر²,5,4,سموحة
1122,4114479,شقه للبيع 204م دابل فيو اكبر بلازا ونادي  حي مروج سموحه من مجموعة المعماري,5691600,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1123,4114481,شقه للبيع 185م دابل 4غرف فيو اكبر بلازا بحي مروج سموحه من مجموعة المعماري,4692000,حي مروج سموحه الاسكندريه امام جرين بلازا,185,متر²,4,3,سموحة
1124,4127316,للبيع بأرقي كمبوند حي مروج شقه دوبلكس بحديقه 559م فيو نادي من مجموعة المعماري,17750000,حي مروج سموحه الاسكندريه امام جرين بلازا,559,متر²,7,6,سموحة
1125,4127318,امتلك شقه 191م لعشاق الفخامه سموحه حي مروج من مجموعة المعماري فيو نادي,5558100,حي مروج بارك بلازا سموحه الاسكندريه,191,متر²,4,3,سموحة
1126,3818698,امتلك شقه للبيع  154م بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,4081000,حي مروج سموحه الاسكندريه,154,متر²,3,2,سموحة
1127,4114458,شقه للبيع 175م اميز فيو للنادي واكبر بلازا بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1128,3818702,شقه للبيع 4غرف 191م فيو مميز جدا لنادي حي مروج سموحه من مجموعة المعماري,5414850,بارك بلازا كمبوند,191,متر²,4,2,سموحة
1129,4114474,اشقه للبيع 204م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,5610000,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1130,4128320,استثمر شقتك 226م فى كمبوند مروج بفيوهات مميزة اقل مقدم تعاقد 15%,7763000,كمبوند مروج بارك بلازا المعمارى,226,متر²,4,3,سموحة
1131,4127283,احجز شقتك 191م كمبوند مروج سموح بفيوهات مميزة نادى مروج والاقساط على 5 سنوات,5415000,كمبوند مروج بارك بلازا المعمارى,191,متر²,3,3,سموحة
1132,4127263,تملك شقتك فى كمبوند مروج سموحة 184م بفيوهات مميزة بالتقسيط على 6 سنوات,4830000,كمبوند مروج بارك بلازا المعمارى,184,متر²,3,3,سموحة
1133,4114448,شقه للبيع 141م 3غرف فيو حديقه حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1134,4114462,شقه للبيع 191م اميز فيو لنادي و اكبر بالازا بحي مروج سموحه من مجموعة المعماري,5481700,حي مروج سموحه الاسكندريه امام جرين بلازا,191,متر²,4,3,سموحة
1135,4114459,شقه للبيع 184م 4غرف و اميز دابل فيو بحي مروج سموحه من مجموعة المعماري,4802400,حي مروج سموحه الاسكندريه امام جرين بلازا,184,متر²,4,3,سموحة
1136,4114452,شقه للبيع 141م فيو حديقه بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1137,4127340,لعشاق للتميز و الرقي شقه للبيع204م دابل فيو في حي مروج سموحه من مجموعة المعماري,5650800,حي مروج اسكندريه امام جرين بلازا قلب سموحه,204,متر²,4,3,سموحة
1138,4127339,شقه للبيع 191م 4غرف فيو  مميز جدا لنادي حي مروج من مجموعة المعماري,5414850,حي مروج سموحه الاسكندريه,191,متر²,4,3,سموحة
1139,4127338,للبيع شقه لعشاق التميز 198م دابل فيو بحي مروج سموحه من مجموعة المعماري,5445000,حي مروج  بارك بلازا سموحه الاسكندريه امام جرين بلازا,198,متر²,4,3,سموحة
1140,4114478,شقه للبيع 175م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1141,4114476,شقه للبيع 226م فيو متميز بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,7842200,حي مروج سموحه الاسكندريه امام جرين بلازا,226,متر²,5,4,سموحة
1142,4114479,شقه للبيع 204م دابل فيو اكبر بلازا ونادي  حي مروج سموحه من مجموعة المعماري,5691600,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1143,4114481,شقه للبيع 185م دابل 4غرف فيو اكبر بلازا بحي مروج سموحه من مجموعة المعماري,4692000,حي مروج سموحه الاسكندريه امام جرين بلازا,185,متر²,4,3,سموحة
1144,4127316,للبيع بأرقي كمبوند حي مروج شقه دوبلكس بحديقه 559م فيو نادي من مجموعة المعماري,17750000,حي مروج سموحه الاسكندريه امام جرين بلازا,559,متر²,7,6,سموحة
1145,4127318,امتلك شقه 191م لعشاق الفخامه سموحه حي مروج من مجموعة المعماري فيو نادي,5558100,حي مروج بارك بلازا سموحه الاسكندريه,191,متر²,4,3,سموحة
1146,3818698,امتلك شقه للبيع  154م بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,4081000,حي مروج سموحه الاسكندريه,154,متر²,3,2,سموحة
1147,4114458,شقه للبيع 175م اميز فيو للنادي واكبر بلازا بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1148,3818702,شقه للبيع 4غرف 191م فيو مميز جدا لنادي حي مروج سموحه من مجموعة المعماري,5414850,بارك بلازا كمبوند,191,متر²,4,2,سموحة
1149,4114474,اشقه للبيع 204م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,5610000,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1150,4128320,استثمر شقتك 226م فى كمبوند مروج بفيوهات مميزة اقل مقدم تعاقد 15%,7763000,كمبوند مروج بارك بلازا المعمارى,226,متر²,4,3,سموحة
1151,4127283,احجز شقتك 191م كمبوند مروج سموح بفيوهات مميزة نادى مروج والاقساط على 5 سنوات,5415000,كمبوند مروج بارك بلازا المعمارى,191,متر²,3,3,سموحة
1152,4127263,تملك شقتك فى كمبوند مروج سموحة 184م بفيوهات مميزة بالتقسيط على 6 سنوات,4830000,كمبوند مروج بارك بلازا المعمارى,184,متر²,3,3,سموحة
1153,4114448,شقه للبيع 141م 3غرف فيو حديقه حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1154,4114462,شقه للبيع 191م اميز فيو لنادي و اكبر بالازا بحي مروج سموحه من مجموعة المعماري,5481700,حي مروج سموحه الاسكندريه امام جرين بلازا,191,متر²,4,3,سموحة
1155,4114459,شقه للبيع 184م 4غرف و اميز دابل فيو بحي مروج سموحه من مجموعة المعماري,4802400,حي مروج سموحه الاسكندريه امام جرين بلازا,184,متر²,4,3,سموحة
1156,4114452,شقه للبيع 141م فيو حديقه بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1157,4127340,لعشاق للتميز و الرقي شقه للبيع204م دابل فيو في حي مروج سموحه من مجموعة المعماري,5650800,حي مروج اسكندريه امام جرين بلازا قلب سموحه,204,متر²,4,3,سموحة
1158,4127339,شقه للبيع 191م 4غرف فيو  مميز جدا لنادي حي مروج من مجموعة المعماري,5414850,حي مروج سموحه الاسكندريه,191,متر²,4,3,سموحة
1159,4127338,للبيع شقه لعشاق التميز 198م دابل فيو بحي مروج سموحه من مجموعة المعماري,5445000,حي مروج  بارك بلازا سموحه الاسكندريه امام جرين بلازا,198,متر²,4,3,سموحة
1160,4114478,شقه للبيع 175م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1161,4114476,شقه للبيع 226م فيو متميز بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,7842200,حي مروج سموحه الاسكندريه امام جرين بلازا,226,متر²,5,4,سموحة
1162,4114479,شقه للبيع 204م دابل فيو اكبر بلازا ونادي  حي مروج سموحه من مجموعة المعماري,5691600,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1163,4114481,شقه للبيع 185م دابل 4غرف فيو اكبر بلازا بحي مروج سموحه من مجموعة المعماري,4692000,حي مروج سموحه الاسكندريه امام جرين بلازا,185,متر²,4,3,سموحة
1164,4127316,للبيع بأرقي كمبوند حي مروج شقه دوبلكس بحديقه 559م فيو نادي من مجموعة المعماري,17750000,حي مروج سموحه الاسكندريه امام جرين بلازا,559,متر²,7,6,سموحة
1165,4127318,امتلك شقه 191م لعشاق الفخامه سموحه حي مروج من مجموعة المعماري فيو نادي,5558100,حي مروج بارك بلازا سموحه الاسكندريه,191,متر²,4,3,سموحة
1166,3818698,امتلك شقه للبيع  154م بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,4081000,حي مروج سموحه الاسكندريه,154,متر²,3,2,سموحة
1167,4114458,شقه للبيع 175م اميز فيو للنادي واكبر بلازا بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1168,3818702,شقه للبيع 4غرف 191م فيو مميز جدا لنادي حي مروج سموحه من مجموعة المعماري,5414850,بارك بلازا كمبوند,191,متر²,4,2,سموحة
1169,4114474,اشقه للبيع 204م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,5610000,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1170,4128320,استثمر شقتك 226م فى كمبوند مروج بفيوهات مميزة اقل مقدم تعاقد 15%,7763000,كمبوند مروج بارك بلازا المعمارى,226,متر²,4,3,سموحة
1171,4127283,احجز شقتك 191م كمبوند مروج سموح بفيوهات مميزة نادى مروج والاقساط على 5 سنوات,5415000,كمبوند مروج بارك بلازا المعمارى,191,متر²,3,3,سموحة
1172,4127263,تملك شقتك فى كمبوند مروج سموحة 184م بفيوهات مميزة بالتقسيط على 6 سنوات,4830000,كمبوند مروج بارك بلازا المعمارى,184,متر²,3,3,سموحة
1173,4114448,شقه للبيع 141م 3غرف فيو حديقه حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1174,4114462,شقه للبيع 191م اميز فيو لنادي و اكبر بالازا بحي مروج سموحه من مجموعة المعماري,5481700,حي مروج سموحه الاسكندريه امام جرين بلازا,191,متر²,4,3,سموحة
1175,4114459,شقه للبيع 184م 4غرف و اميز دابل فيو بحي مروج سموحه من مجموعة المعماري,4802400,حي مروج سموحه الاسكندريه امام جرين بلازا,184,متر²,4,3,سموحة
1176,4114452,شقه للبيع 141م فيو حديقه بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1177,4127340,لعشاق للتميز و الرقي شقه للبيع204م دابل فيو في حي مروج سموحه من مجموعة المعماري,5650800,حي مروج اسكندريه امام جرين بلازا قلب سموحه,204,متر²,4,3,سموحة
1178,4127339,شقه للبيع 191م 4غرف فيو  مميز جدا لنادي حي مروج من مجموعة المعماري,5414850,حي مروج سموحه الاسكندريه,191,متر²,4,3,سموحة
1179,4127338,للبيع شقه لعشاق التميز 198م دابل فيو بحي مروج سموحه من مجموعة المعماري,5445000,حي مروج  بارك بلازا سموحه الاسكندريه امام جرين بلازا,198,متر²,4,3,سموحة
1180,4114478,شقه للبيع 175م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1181,4114476,شقه للبيع 226م فيو متميز بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,7842200,حي مروج سموحه الاسكندريه امام جرين بلازا,226,متر²,5,4,سموحة
1182,4114479,شقه للبيع 204م دابل فيو اكبر بلازا ونادي  حي مروج سموحه من مجموعة المعماري,5691600,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1183,4114481,شقه للبيع 185م دابل 4غرف فيو اكبر بلازا بحي مروج سموحه من مجموعة المعماري,4692000,حي مروج سموحه الاسكندريه امام جرين بلازا,185,متر²,4,3,سموحة
1184,4127316,للبيع بأرقي كمبوند حي مروج شقه دوبلكس بحديقه 559م فيو نادي من مجموعة المعماري,17750000,حي مروج سموحه الاسكندريه امام جرين بلازا,559,متر²,7,6,سموحة
1185,4127318,امتلك شقه 191م لعشاق الفخامه سموحه حي مروج من مجموعة المعماري فيو نادي,5558100,حي مروج بارك بلازا سموحه الاسكندريه,191,متر²,4,3,سموحة
1186,3818698,امتلك شقه للبيع  154م بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,4081000,حي مروج سموحه الاسكندريه,154,متر²,3,2,سموحة
1187,4114458,شقه للبيع 175م اميز فيو للنادي واكبر بلازا بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1188,3818702,شقه للبيع 4غرف 191م فيو مميز جدا لنادي حي مروج سموحه من مجموعة المعماري,5414850,بارك بلازا كمبوند,191,متر²,4,2,سموحة
1189,4114474,اشقه للبيع 204م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,5610000,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1190,4128320,استثمر شقتك 226م فى كمبوند مروج بفيوهات مميزة اقل مقدم تعاقد 15%,7763000,كمبوند مروج بارك بلازا المعمارى,226,متر²,4,3,سموحة
1191,4127283,احجز شقتك 191م كمبوند مروج سموح بفيوهات مميزة نادى مروج والاقساط على 5 سنوات,5415000,كمبوند مروج بارك بلازا المعمارى,191,متر²,3,3,سموحة
1192,4127263,تملك شقتك فى كمبوند مروج سموحة 184م بفيوهات مميزة بالتقسيط على 6 سنوات,4830000,كمبوند مروج بارك بلازا المعمارى,184,متر²,3,3,سموحة
1193,4114448,شقه للبيع 141م 3غرف فيو حديقه حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1194,4114462,شقه للبيع 191م اميز فيو لنادي و اكبر بالازا بحي مروج سموحه من مجموعة المعماري,5481700,حي مروج سموحه الاسكندريه امام جرين بلازا,191,متر²,4,3,سموحة
1195,4114459,شقه للبيع 184م 4غرف و اميز دابل فيو بحي مروج سموحه من مجموعة المعماري,4802400,حي مروج سموحه الاسكندريه امام جرين بلازا,184,متر²,4,3,سموحة
1196,4114452,شقه للبيع 141م فيو حديقه بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1197,4127340,لعشاق للتميز و الرقي شقه للبيع204م دابل فيو في حي مروج سموحه من مجموعة المعماري,5650800,حي مروج اسكندريه امام جرين بلازا قلب سموحه,204,متر²,4,3,سموحة
1198,4127339,شقه للبيع 191م 4غرف فيو  مميز جدا لنادي حي مروج من مجموعة المعماري,5414850,حي مروج سموحه الاسكندريه,191,متر²,4,3,سموحة
1199,4127338,للبيع شقه لعشاق التميز 198م دابل فيو بحي مروج سموحه من مجموعة المعماري,5445000,حي مروج  بارك بلازا سموحه الاسكندريه امام جرين بلازا,198,متر²,4,3,سموحة
1200,4114478,شقه للبيع 175م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1201,4114476,شقه للبيع 226م فيو متميز بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,7842200,حي مروج سموحه الاسكندريه امام جرين بلازا,226,متر²,5,4,سموحة
1202,4114479,شقه للبيع 204م دابل فيو اكبر بلازا ونادي  حي مروج سموحه من مجموعة المعماري,5691600,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1203,4114481,شقه للبيع 185م دابل 4غرف فيو اكبر بلازا بحي مروج سموحه من مجموعة المعماري,4692000,حي مروج سموحه الاسكندريه امام جرين بلازا,185,متر²,4,3,سموحة
1204,4127316,للبيع بأرقي كمبوند حي مروج شقه دوبلكس بحديقه 559م فيو نادي من مجموعة المعماري,17750000,حي مروج سموحه الاسكندريه امام جرين بلازا,559,متر²,7,6,سموحة
1205,4127318,امتلك شقه 191م لعشاق الفخامه سموحه حي مروج من مجموعة المعماري فيو نادي,5558100,حي مروج بارك بلازا سموحه الاسكندريه,191,متر²,4,3,سموحة
1206,3818698,امتلك شقه للبيع  154م بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,4081000,حي مروج سموحه الاسكندريه,154,متر²,3,2,سموحة
1207,4114458,شقه للبيع 175م اميز فيو للنادي واكبر بلازا بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1208,3818702,شقه للبيع 4غرف 191م فيو مميز جدا لنادي حي مروج سموحه من مجموعة المعماري,5414850,بارك بلازا كمبوند,191,متر²,4,2,سموحة
1209,4114474,اشقه للبيع 204م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,5610000,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1210,4128320,استثمر شقتك 226م فى كمبوند مروج بفيوهات مميزة اقل مقدم تعاقد 15%,7763000,كمبوند مروج بارك بلازا المعمارى,226,متر²,4,3,سموحة
1211,4127283,احجز شقتك 191م كمبوند مروج سموح بفيوهات مميزة نادى مروج والاقساط على 5 سنوات,5415000,كمبوند مروج بارك بلازا المعمارى,191,متر²,3,3,سموحة
1212,4127263,تملك شقتك فى كمبوند مروج سموحة 184م بفيوهات مميزة بالتقسيط على 6 سنوات,4830000,كمبوند مروج بارك بلازا المعمارى,184,متر²,3,3,سموحة
1213,4114448,شقه للبيع 141م 3غرف فيو حديقه حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1214,4114462,شقه للبيع 191م اميز فيو لنادي و اكبر بالازا بحي مروج سموحه من مجموعة المعماري,5481700,حي مروج سموحه الاسكندريه امام جرين بلازا,191,متر²,4,3,سموحة
1215,4114459,شقه للبيع 184م 4غرف و اميز دابل فيو بحي مروج سموحه من مجموعة المعماري,4802400,حي مروج سموحه الاسكندريه امام جرين بلازا,184,متر²,4,3,سموحة
1216,4114452,شقه للبيع 141م فيو حديقه بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1217,4127340,لعشاق للتميز و الرقي شقه للبيع204م دابل فيو في حي مروج سموحه من مجموعة المعماري,5650800,حي مروج اسكندريه امام جرين بلازا قلب سموحه,204,متر²,4,3,سموحة
1218,4127339,شقه للبيع 191م 4غرف فيو  مميز جدا لنادي حي مروج من مجموعة المعماري,5414850,حي مروج سموحه الاسكندريه,191,متر²,4,3,سموحة
1219,4127338,للبيع شقه لعشاق التميز 198م دابل فيو بحي مروج سموحه من مجموعة المعماري,5445000,حي مروج  بارك بلازا سموحه الاسكندريه امام جرين بلازا,198,متر²,4,3,سموحة
1220,4114478,شقه للبيع 175م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1221,4114476,شقه للبيع 226م فيو متميز بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,7842200,حي مروج سموحه الاسكندريه امام جرين بلازا,226,متر²,5,4,سموحة
1222,4114479,شقه للبيع 204م دابل فيو اكبر بلازا ونادي  حي مروج سموحه من مجموعة المعماري,5691600,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1223,4114481,شقه للبيع 185م دابل 4غرف فيو اكبر بلازا بحي مروج سموحه من مجموعة المعماري,4692000,حي مروج سموحه الاسكندريه امام جرين بلازا,185,متر²,4,3,سموحة
1224,4127316,للبيع بأرقي كمبوند حي مروج شقه دوبلكس بحديقه 559م فيو نادي من مجموعة المعماري,17750000,حي مروج سموحه الاسكندريه امام جرين بلازا,559,متر²,7,6,سموحة
1225,4127318,امتلك شقه 191م لعشاق الفخامه سموحه حي مروج من مجموعة المعماري فيو نادي,5558100,حي مروج بارك بلازا سموحه الاسكندريه,191,متر²,4,3,سموحة
1226,3818698,امتلك شقه للبيع  154م بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,4081000,حي مروج سموحه الاسكندريه,154,متر²,3,2,سموحة
1227,4114458,شقه للبيع 175م اميز فيو للنادي واكبر بلازا بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1228,3818702,شقه للبيع 4غرف 191م فيو مميز جدا لنادي حي مروج سموحه من مجموعة المعماري,5414850,بارك بلازا كمبوند,191,متر²,4,2,سموحة
1229,4114474,اشقه للبيع 204م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,5610000,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
1230,4128320,استثمر شقتك 226م فى كمبوند مروج بفيوهات مميزة اقل مقدم تعاقد 15%,7763000,كمبوند مروج بارك بلازا المعمارى,226,متر²,4,3,سموحة
1231,4127283,احجز شقتك 191م كمبوند مروج سموح بفيوهات مميزة نادى مروج والاقساط على 5 سنوات,5415000,كمبوند مروج بارك بلازا المعمارى,191,متر²,3,3,سموحة
1232,4127263,تملك شقتك فى كمبوند مروج سموحة 184م بفيوهات مميزة بالتقسيط على 6 سنوات,4830000,كمبوند مروج بارك بلازا المعمارى,184,متر²,3,3,سموحة
1233,4114448,شقه للبيع 141م 3غرف فيو حديقه حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1234,4114462,شقه للبيع 191م اميز فيو لنادي و اكبر بالازا بحي مروج سموحه من مجموعة المعماري,5481700,حي مروج سموحه الاسكندريه امام جرين بلازا,191,متر²,4,3,سموحة
1235,4114459,شقه للبيع 184م 4غرف و اميز دابل فيو بحي مروج سموحه من مجموعة المعماري,4802400,حي مروج سموحه الاسكندريه امام جرين بلازا,184,متر²,4,3,سموحة
1236,4114452,شقه للبيع 141م فيو حديقه بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,3694200,حي مروج سموحه الاسكندريه امام جرين بلازا,141,متر²,3,2,سموحة
1237,4127340,لعشاق للتميز و الرقي شقه للبيع204م دابل فيو في حي مروج سموحه من مجموعة المعماري,5650800,حي مروج اسكندريه امام جرين بلازا قلب سموحه,204,متر²,4,3,سموحة
1238,4127339,شقه للبيع 191م 4غرف فيو  مميز جدا لنادي حي مروج من مجموعة المعماري,5414850,حي مروج سموحه الاسكندريه,191,متر²,4,3,سموحة
1239,4127338,للبيع شقه لعشاق التميز 198م دابل فيو بحي مروج سموحه من مجموعة المعماري,5445000,حي مروج  بارك بلازا سموحه الاسكندريه امام جرين بلازا,198,متر²,4,3,سموحة
1240,4114478,شقه للبيع 175م دابل فيو اكبر بلازا و نادي بحي مروج سموحه من مجموعة المعماري,4375000,حي مروج سموحه الاسكندريه امام جرين بلازا,175,متر²,3,2,سموحة
1241,4114476,شقه للبيع 226م فيو متميز بكمبوند بارك بلازا حي مروج سموحه من مجموعة المعماري,7842200,حي مروج سموحه الاسكندريه امام جرين بلازا,226,متر²,5,4,سموحة
1242,4114479,شقه للبيع 204م دابل فيو اكبر بلازا ونادي  حي مروج سموحه من مجموعة المعماري,5691600,حي مروج سموحه الاسكندريه امام جرين بلازا,204,متر²,4,3,سموحة
